,Name,Price,Date,Rate,Singleplayer,Action,Multiplayer,Adventure,Strategy,Simulation,Indie,RPG,Atmospheric,Story Rich,Open World,Casual,2D,Sandbox,Fantasy,Online Co-Op,Exploration,3D,Funny,Survival,Shooter,Realistic,Anime,Sci-fi,FPS
377,Captain of Industry,12.48,2022,0.93,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
378,Monster Sanctuary,11.99,2020,0.87,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
379,Call of Duty®: WWII,1032.9,2017,0.8,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
380,West Hunt,10.5,2022,0.84,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
381,MORDHAU,21,2019,0.78,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
382,ROMANCE OF THE THREE KINGDOMS XIV,140.3,2020,0.72,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Endzone - A World Apart,8.5,2021,0.74,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
384,"Gunner, HEAT, PC!",26,2022,0.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
385,Minecraft Dungeons,76.8,2021,0.92,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
386,Call of Duty®: Black Ops,1032.9,2010,0.92,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
387,rFactor 2,27.5,2013,0.76,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
388,Tiny Rogues,6.5,2022,0.98,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
389,BLUE REFLECTION: Second Light,188.8,2021,0.95,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
390,Trials of Mana,64.9,2020,0.96,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
391,BONEWORKS,10,2019,0.93,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1
392,Human: Fall Flat,5.5,2016,0.93,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
393,Rogue : Genesia,3.25,2022,0.95,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
394,Battle Brothers,69,2017,0.86,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
395,Sonic Generations Collection,336.8,2011,0.95,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
396,Tom Clancy's Ghost Recon® Wildlands,132.6,2017,0.81,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1
397,People Playground,10,2019,0.98,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
398,BIGFOOT,28,2017,0.9,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1
399,Subnautica: Below Zero,10,2021,0.89,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
400,OMORI,13,2020,0.97,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
401,DiRT Rally 2.0,133.3,2019,0.93,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
402,Crush Crush,0,2016,0.86,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
403,Persona 4 Arena Ultimax,56.8,2022,0.88,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
404,KovaaK's,5.25,2018,0.9,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
405,TEKKEN 7,267.9,2017,0.83,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
406,My Time at Sandrock,5.25,2022,0.88,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
407,Dyson Sphere Program,15.25,2021,0.96,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
408,Escape the Backrooms,10,2022,0.76,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
409,Unpacking,12,2021,0.92,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
410,Undertale,10.5,2015,0.95,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
411,Farming Simulator 19,143.1,2018,0.95,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
412,X-Plane 12,49,2022,0.83,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
413,20 Minutes Till Dawn,3.25,2022,0.84,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
414,Scrap Mechanic,20,2016,0.95,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0
415,Hero Siege,245.4,2014,0.73,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
416,Trove,208.5,2015,0.8,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1
417,Fallout Shelter,0,2017,0.88,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
418,Darkest Dungeon®,30.5,2016,0.92,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
419,Tales of Arise,210.3,2021,0.83,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
420,生死狙击2 - 国服,0,2022,0.44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
421,FIFA 22,69.9,2021,0.8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
422,Fallout Tactics: Brotherhood of Steel,311.18,2001,0.66,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
423,Ultimate Epic Battle Simulator 2,18.5,2022,0.87,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
424,VTOL VR,12,2017,0.98,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
425,Vault of the Void,7.5,2022,0.9,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
426,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",73,2006,0.94,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
427,Grand Theft Auto IV: The Complete Edition,27.6,2020,0.9,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
428,Thymesia,13,2022,0.87,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
429,Call of Duty®: Modern Warfare® Remastered,1032.9,2017,0.74,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
430,Wartales,35,2021,0.87,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0
431,Solasta: Crown of the Magister,40,2021,0.86,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
432,THE KING OF FIGHTERS XV,188,2022,0.73,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
433,Rubber Bandits,18.99,2021,0.86,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
434,Total War: MEDIEVAL II – Definitive Edition,24.5,2006,0.96,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
435,Titanfall® 2,121.05,2016,0.95,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
436,Fantasy Grounds Unity,34,2020,0.85,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
437,Deadside,16.5,2020,0.76,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
438,Planet Coaster,143.49,2016,0.96,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
439,DRAGON BALL Z: KAKAROT,102.4,2020,0.95,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
440,King of Retail,22,2022,0.87,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
441,Street Fighter V,54,2016,0.8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
442,Battlefield™ 1,158.3,2016,0.89,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
443,Ranch Simulator,22,2021,0.84,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
444,Tribes of Midgard,15.15,2021,0.6,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
445,Totally Accurate Battle Simulator,18.5,2021,0.97,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
446,Mass Effect™ Legendary Edition,69.9,2021,0.94,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
447,The Long Drive,12,2019,0.93,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1
448,A Total War Saga: THRONES OF BRITANNIA,39.5,2018,0.87,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
449,NosTale - Anime MMORPG,31.99,2017,0.72,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
450,Captain Tsubasa: Rise of New Champions,104.9,2020,0.75,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
451,Freestyle 2: Street Basketball,490.73,2015,0.56,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1
452,Sword Art Online: Hollow Realization Deluxe Edition,64.9,2017,0.76,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
453,Sonic Mania,8.5,2017,0.94,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
454,IdleOn - The Idle MMO,0,2021,0.85,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
455,Chorus,4.25,2021,0.87,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
456,WWE 2K22,180.98,2022,0.71,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
457,Super Bunny Man,15,2017,0.84,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
458,Stormworks: Build and Rescue,10,2020,0.92,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
459,ACE COMBAT™ 7: SKIES UNKNOWN,109.9,2019,0.86,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
460,Assassin's Creed™: Director's Cut Edition,458.7,2008,0.87,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
461,Risen 2: Dark Waters,5.5,2012,0.71,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
462,Company of Heroes,37.5,2006,0.97,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,GWENT: The Witcher Card Game,0,2020,0.88,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
464,Geometry Dash,4.25,2014,0.91,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
465,Grand Tactician: The Civil War (1861-1865),10,2021,0.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,War Planet Online: Global Conquest,0,2017,0.62,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
467,Labyrinthine,10,2020,0.86,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
468,Kenshi,5.5,2018,0.94,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
469,Destroyer: The U-Boat Hunter,8.49,2022,0.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
470,S.T.A.L.K.E.R.: Shadow of Chernobyl,39,2007,0.93,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
471,Session: Skate Sim,19.75,2022,0.71,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
472,Vanquish,40,2017,0.86,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
473,The Last Campfire,14.5,2021,0.98,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
474,Legend of Mana,41.9,2021,0.64,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
475,Gems of War - Puzzle RPG,176.5,2014,0.71,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
476,SCP: Pandemic,18.5,2022,0.79,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
477,Game of Thrones Winter is Coming,0,2019,0.62,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
478,The Lord of the Rings Online™,0,2012,0.79,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
479,Five Nights at Freddy's: Security Breach,34,2021,0.86,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
480,Old School RuneScape,218.97,2013,0.86,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
481,Sonic Origins,5.4,2022,0.66,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
482,Travellers Rest,4.25,2020,0.9,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
483,Sins of a Solar Empire®: Rebellion,10,2012,0.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
484,Resident Evil 2,66,2019,0.97,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
485,Prodeus,10,2022,0.9,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
486,Railbound,13,2022,0.97,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Pavlov VR,22,2017,0.91,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
488,Elsword,0,2014,0.8,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
489,March of Empires,0,2017,0.92,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Yusetsu,59.65,2022,0.93,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
491,METAL GEAR SOLID V: THE PHANTOM PAIN,11.13,2015,0.92,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
492,X4: Foundations,80.5,2018,0.82,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
493,RISK: Global Domination,85.25,2020,0.78,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
494,We Were Here Together,7.4,2019,0.76,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
495,Nioh 2 – The Complete Edition,67.9,2021,0.85,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
496,OMSI 2: Steam Edition,1693.68,2013,0.87,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
497,Rogue Legacy 2,22,2022,0.9,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
498,Mist Survival,11,2018,0.79,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
499,Salt 2: Shores of Gold,18.5,2022,0.9,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
500,Transport Fever 2,38,2019,0.89,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
501,Foundation,5.25,2019,0.91,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
502,MADiSON,2.15,2022,0.88,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
503,NBA 2K22,139,2021,0.65,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
504,Dune: Spice Wars,29.99,2022,0.79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
505,Peglin,18.5,2022,0.65,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
506,Red Dead Online,27.9,2020,0.79,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
507,Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,50.5,2020,0.77,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
508,Plants vs. Zombies GOTY Edition,6.5,2009,0.98,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
509,My Singing Monsters,50,2021,0.93,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Shakes and Fidget,0,2016,0.93,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
511,Boo Men,8.5,2022,0.85,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
512,Stranded Deep,3.25,2022,0.68,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
513,Golf With Your Friends,16.75,2020,0.86,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
514,Forts,44.5,2017,0.95,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
515,"Yes, Your Grace",10,2020,0.76,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
516,"Papers, Please",10,2013,0.97,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
517,Catherine Classic,28,2019,0.92,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
518,DRAGON BALL FighterZ,288.3,2018,0.93,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
519,Potion Craft: Alchemist Simulator,14.5,2021,0.93,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
520,The Imperial Gatekeeper,13,2022,0.81,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
521,Summer Memories,10,2020,0.93,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
522,Gas Station Simulator,37,2021,0.88,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
523,"Warhammer 40,000: Chaos Gate - Daemonhunters",33.5,2022,0.87,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
524,Dorfromantik,13,2022,0.96,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
525,Call to Arms - Gates of Hell: Ostfront,17,2021,0.77,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
526,Lost in Play,18.5,2022,0.98,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
527,"Warhammer 40,000: Dawn of War III",73,2017,0.5,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
528,Stick Fight: The Game,3.25,2017,0.93,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
529,Neverwinter,0,2013,0.74,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
530,For The King,11.75,2018,0.89,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
531,Noita,10,2020,0.93,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
532,Destroy All Humans! 2 - Reprobed,25.25,2022,0.82,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
533,UNO,38.7,2016,0.67,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
534,WARNO,49.9,2022,0.8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
535,Super Animal Royale,36,2021,0.91,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0
536,LEGO® Star Wars™: The Skywalker Saga,47.2,2022,0.87,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
537,Draw & Guess,8.24,2021,0.81,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
538,NEEDY STREAMER OVERLOAD,8.5,2022,0.93,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
539,CosmicBreak Universal,160.4,2008,0.57,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
540,Total War: NAPOLEON – Definitive Edition,24.5,2010,0.88,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Democracy 4,10,2022,0.8,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
542,Tavern Master,14.5,2021,0.94,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
543,Gang Beasts,7.5,2017,0.93,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
544,Sonic Adventure 2,4.5,2012,0.9,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
545,Bear and Breakfast,18.5,2022,0.87,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
546,My Summer Car,14.5,2016,0.94,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
547,Assassin's Creed Freedom Cry,458.7,2014,0.86,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
548,Steelrising,7.5,2022,0.78,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
549,Mount & Blade: Warband,32.98,2010,0.95,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
550,Portal,18.5,2007,0.98,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
551,The Crew™ 2,52.9,2018,0.87,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
552,Workplace Rhapsody,2.15,2021,0.89,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
553,Liftoff®: FPV Drone Racing,10.75,2018,0.98,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
554,Bounty of One,4.97,2022,0.88,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
555,ICARUS,29,2021,0.67,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
556,Regiments,26,2022,0.86,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
557,Farm Together,65.9,2018,0.94,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
558,The Elder Scrolls V: Skyrim VR,79,2018,0.61,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
559,NOBUNAGA'S AMBITION: Shinsei,135.6,2022,0.67,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
560,Age of Mythology: Extended Edition,10.5,2014,0.95,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
561,Volcanoids,18.5,2019,0.78,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0
562,Resident Evil 3,45,2020,0.88,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Remnant: From the Ashes,20,2019,0.84,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
564,嗜血印 Bloody Spell,7.5,2022,0.87,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
